Timestamp,Rank,Epoch,Computation_Time,GPU_ID,GPU_Name,GPU_Load,GPU_Free_Mem_MB,GPU_Used_Mem_MB,GPU_Total_Mem_MB,GPU_Temp_C
2024-12-07 21:08:48,0,1,1809.567049741745,0,Tesla T4,0.0%,4030.0,11071.0,15360.0,75.0
2024-12-07 21:39:00,0,2,1811.4306418895721,0,Tesla T4,0.0%,4046.0,11055.0,15360.0,74.0
2024-12-07 22:09:14,0,3,1813.9293694496155,0,Tesla T4,0.0%,4046.0,11055.0,15360.0,74.0
2024-12-07 22:39:30,0,4,1815.6294441223145,0,Tesla T4,0.0%,4046.0,11055.0,15360.0,74.0
2024-12-07 23:09:47,0,5,1816.6172828674316,0,Tesla T4,0.0%,4046.0,11055.0,15360.0,74.0
